SalesOrderID	CustomerID	SalesPersonID	TerritoryID	CurrencyRateID	SubTotal	TaxAmt	Freight	TotalDue	ShipToAddressLine1	ShipToAddressLine2	ShipToCity	ShipToStateProvinceCode	ShipToStateProvince	ShipToPostalCode	IsOnlyStateProvinceFlag	ShipToCountryRegion
53403	14061		9	9071	32.27	2.5816	0.8068	35.6584	6374 Las Palmas		St. Leonards	NSW	New South Wales	2065	False	Australia
53404	14126		9	9071	63.97	5.1176	1.5993	70.6869	369 Roslyn Drive		Sunbury	VIC	Victoria	3429	False	Australia
53405	18256		9	9071	63.97	5.1176	1.5993	70.6869	445 Bishop Drive		Brisbane	QLD	Queensland	4000	False	Australia
53406	21962		9	9071	35	2.8	0.875	38.675	4580 Duck Horn Court		Melton	VIC	Victoria	3337	False	Australia
53407	24594		9	9071	39.98	3.1984	0.9995	44.1779	5691 Coldwater Drive		Gold Coast	QLD	Queensland	4217	False	Australia
53408	22213		9	9071	59.27	4.7416	1.4818	65.4934	861 Napa Ct.		Perth	SA	South Australia	6006	False	Australia
53409	15606		9	9071	77.96	6.2368	1.949	86.1458	8523 Rose Drive	C	Cranbourne	VIC	Victoria	3977	False	Australia
53410	11752		9	9071	77.96	6.2368	1.949	86.1458	7551 Santa Lucia		Goulburn	NSW	New South Wales	2580	False	Australia
53411	25026		9	9071	6.28	0.5024	0.157	6.9394	8465 Kim Court		Hawthorne	QLD	Queensland	4171	False	Australia
53412	17350		9	9071	34.99	2.7992	0.8748	38.664	5026 Clearbrook Drive		Rhodes	NSW	New South Wales	2138	False	Australia
53413	26399		8		2543.44	203.4752	63.586	2810.5012	Wertheimer Straße 266		Saarlouis	SL	Saarland	66740	False	Germany
53414	11262		6	9073	74.98	5.9984	1.8745	82.8529	7959 Mt. Wilson Way		Port Hammond	BC	British Columbia	V6B 3P7	False	Canada
53415	27565		4		33.43	2.6744	0.8358	36.9402	1142 Firestone Dr.		Downey	CA	California	90241	False	United States
53416	23577		1		94.46	7.5568	2.3615	104.3783	548 Stony Hill Circle		Lake Oswego	OR	Oregon	97034	False	United States
53417	23274		1		49.97	3.9976	1.2493	55.2169	3575 Chisholm Way		Seattle	WA	Washington	98104	False	United States
53418	15874		6	9073	69.99	5.5992	1.7498	77.339	6791 Creekside Drive		Sooke	BC	British Columbia	V0	False	Canada
53419	16243		6	9073	69.99	5.5992	1.7498	77.339	258 Bluejay Dr.	Unit A	Newton	BC	British Columbia	V2M1P1	False	Canada
53420	25256		6	9073	67.93	5.4344	1.6983	75.0627	6565 Jamie Way		Shawnee	BC	British Columbia	V9B 5T2	False	Canada
53421	18760		4		54.98	4.3984	1.3745	60.7529	451 Buskirk Ave.		Downey	CA	California	90241	False	United States
53422	15940		1		7.28	0.5824	0.182	8.0444	4124 Escobar St		Woodburn	OR	Oregon	97071	False	United States
53423	29230		6	9073	4.99	0.3992	0.1248	5.514	4932 La Jolla		Haney	BC	British Columbia	V2W 1W2	False	Canada
53424	22019		6	9073	7.28	0.5824	0.182	8.0444	1315 Union St		Shawnee	BC	British Columbia	V9B 5T2	False	Canada
53425	15275		4		13.98	1.1184	0.3495	15.4479	8181 Landana Dr.		Santa Monica	CA	California	90401	False	United States
53426	20104		6	9073	39.25	3.14	0.9813	43.3713	5039 Keywood Ct.		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
53427	17992		8		31.27	2.5016	0.7818	34.5534	Husemann Straße 6464		Solingen	NW	Nordrhein-Westfalen	42651	False	Germany
53428	18022		8		63.97	5.1176	1.5993	70.6869	Parise Straße 7155		Berlin	SL	Saarland	12171	False	Germany
53429	25783		10	9076	4.99	0.3992	0.1248	5.514	4645 Rossmor Parkway		London	ENG	England	SW8 1XD	True	United Kingdom
53430	16395		7		63.97	5.1176	1.5993	70.6869	"92, rue de Linois"		Paris	75	Seine (Paris)	75002	False	France
53431	19348		10	9076	21.49	1.7192	0.5373	23.7465	2685 Keith Court		Liverpool	ENG	England	L4 4HB	True	United Kingdom
53432	24713		7		7.28	0.5824	0.182	8.0444	"107, rue des Bouchers"		Chatou	78	Yveline	78400	False	France
53433	12723		7		68.97	5.5176	1.7243	76.2119	5165 Wintergreen Court		Orleans	45	Loiret	45000	False	France
53434	14266		1		56.97	4.5576	1.4243	62.9519	2075 Alvina Dr.		Bellingham	WA	Washington	98225	False	United States
53435	16811		1		1700.99	136.0792	42.5248	1879.594	2538 Stafford Ave		Tacoma	WA	Washington	98403	False	United States
53436	15570		4		561.97	44.9576	14.0493	620.9769	4016 Boyd		Spring Valley	CA	California	91977	False	United States
53437	13877		4		848.47	67.8776	21.2118	937.5594	5053 Sea Point Way		Lakewood	CA	California	90712	False	United States
53438	12069		4		2319.26	185.5408	57.9815	2562.7823	7129 N Larwin Ave.		Chula Vista	CA	California	91910	False	United States
53439	14010		9	9071	1789.97	143.1976	44.7493	1977.9169	658 Pecan Street		Melton	VIC	Victoria	3337	False	Australia
53440	20416		9	9071	539.99	43.1992	13.4998	596.689	5616 Steele Dr.		Brisbane	QLD	Queensland	4000	False	Australia
53441	27746		9	9071	628.97	50.3176	15.7243	695.0119	9925 Wildberry Court		St. Leonards	NSW	New South Wales	2065	False	Australia
53442	15790		9	9071	596.96	47.7568	14.924	659.6408	5133 Serrana Ct.		Hobart	TAS	Tasmania	7001	False	Australia
53443	16103		6	9073	792.34	63.3872	19.8085	875.5357	5200 Woodchuck Pl.		Royal Oak	BC	British Columbia	V8X	False	Canada
53444	26322		1		840.84	67.2672	21.021	929.1282	4250 Park Tree Ct		Issaquah	WA	Washington	98027	False	United States
53445	24527		4		2419.06	193.5248	60.4765	2673.0613	5095 Chablis Way		Santa Cruz	CA	California	95062	False	United States
53446	21610		4		548.98	43.9184	13.7245	606.6229	4122 Ruth Drive		Fremont	CA	California	94536	False	United States
53447	19396		1		1169.46	93.5568	29.2365	1292.2533	5736 Candle Dr.		Beaverton	OR	Oregon	97005	False	United States
53448	13255		8		588.96	47.1168	14.724	650.8008	Hansaallee 4626		Saarbrücken	SL	Saarland	66001	False	Germany
53449	14207		8		2419.06	193.5248	60.4765	2673.0613	Roßstr 7752		München	HE	Hessen	80074	False	Germany
53450	30025	282	10	9087	21.576	1.8699	0.5844	24.0303	"New Millhouse, 2583 Milton Park"		Abingdon	ENG	England	OX14 4SE	True	United Kingdom
53451	30031	284	1		1741.7689	176.2962	55.0926	1973.1577	2255 254th Avenue Se		Albany	OR	Oregon	97321	False	United States
53452	29843	280	1		52952.3583	5560.3402	1737.6063	60250.3048	No. 60 Bellis Fair Parkway		Bellingham	WA	Washington	98225	False	United States
53453	30072	282	10	9087	200.052	19.7385	6.1683	225.9588	251 The Metro Center		Wokingham	ENG	England	RG41 1QW	True	United Kingdom
53454	29579	281	3		40255.9142	3856.1111	1205.0347	45317.06	789 West Alameda		Westminster	CO	Colorado	80030	False	United States
53455	30113	282	10	9087	31612.0704	3047.1695	952.2405	35611.4804	Burgess Hill	Edward Way	West Sussex	ENG	England	RH15 9UD	True	United Kingdom
53456	29714	289	6	9084	26816.5751	2579.8168	806.1928	30202.5847	595 Burning Street		Vancouver	BC	British Columbia	V7L 4J4	False	Canada
53457	29622	283	1		47000.9618	4603.8104	1438.6907	53043.4629	2507 Pacific Ave S		Tacoma	WA	Washington	98403	False	United States
53458	29736	282	10	9087	92278.0501	10013.6366	3129.2614	105420.9481	Warrington Ldc Unit 25/2		Woolston	ENG	England	WA1 4SY	True	United Kingdom
53459	29485	276	4		29133.471	3049.6412	953.0129	33136.1251	57251 Serene Blvd		Van Nuys	CA	California	91411	False	United States
53460	29957	276	4		104273.0197	10489.2691	3277.8966	118040.1854	9992 Whipple Rd		Union City	CA	California	94587	False	United States
53461	29927	287	7		1466.01	140.737	43.9803	1650.7273	"12, rue des Grands Champs"		Verrieres Le Buisson	91	Essonne	91370	False	France
53462	29607	288	8	9086	228.582	22.5534	7.0479	258.1833	Rotthäuser Weg 511		Stuttgart	SL	Saarland	70511	False	Germany
53463	29803	289	6	9084	2901.9075	271.7663	84.927	3258.6008	55 Lakeshore Blvd East		Toronto	ON	Ontario	M4B 1V6	False	Canada
53464	29639	289	6	9084	64152.0919	6191.95	1934.9844	72279.0263	2511 Baker Road		Toronto	ON	Ontario	M4B 1V7	False	Canada
53465	29722	274	6	9084	84713.7665	8161.7159	2550.5362	95426.0186	"9950 Ferrand Drive, 9th Floor"		Toronto	ON	Ontario	M4B 1V4	False	Canada
53466	29508	275	4		1182.894	115.8482	36.2026	1334.9448	First Colony Mall		Sugar Land	TX	Texas	77478	False	United States
53467	29709	284	1		5696.538	535.0925	167.2164	6398.8469	7009 Sw Hall Blvd.		Tigard	OR	Oregon	97223	False	United States
53468	29821	286	9	9082	25283.1022	2786.5509	870.7971	28940.4502	254a Baker Street	Botany	Sydney	NSW	New South Wales	1002	False	Australia
53469	30105	284	1		21393.5597	2088.3415	652.6067	24134.5079	950 Gateway Street		Springfield	OR	Oregon	97477	False	United States
53470	29660	276	4		56184.0389	6300.9149	1969.0359	64453.9897	Riverside		Sherman Oaks	CA	California	91403	False	United States
53471	29528	277	3		38496.048	3718.486	1162.0269	43376.5609	2533 Eureka Rd.		Southgate	MI	Michigan	48195	False	United States
53472	29796	282	10	9087	92141.4113	8946.107	2795.6584	103883.1767	Galashiels		Liverpool	ENG	England	L4 4HB	True	United Kingdom
53473	30033	276	1		1615.2769	167.7032	52.4072	1835.3873	25130 South State Street		Sandy	UT	Utah	84070	False	United States
53474	29534	279	5		26776.3823	2894.895	904.6547	30575.932	790 Shelbyville Road		Saint Matthews	KY	Kentucky	40207	False	United States
53475	30043	290	7		39566.3847	3803.0664	1188.4582	44557.9093	"54, avenue des Ternes"		Saint Ouen	41	Loir et Cher	41100	False	France
53476	29653	276	4		13119.4132	1379.507	431.0959	14930.0161	4660 Rodeo Road		Santa Fe	NM	New Mexico	87501	False	United States
53477	30087	278	6	9084	24830.4239	2666.592	833.31	28330.3259	"99954 Boul. Laurier, Local 060, Place"		Sainte-Foy	QC	Quebec	G1W	False	Canada
53478	29951	290	7		39923.9842	3874.6053	1210.8142	45009.4037	"6, rue des Pyrenees"		Saint Ouen	41	Loir et Cher	41100	False	France
53479	29933	290	7		225.63	21.7332	6.7916	254.1548	"69, boulevard Tremblay"		Roncq	59	Nord	59223	False	France
53480	30118	275	3		44021.7035	4232.4121	1322.6288	49576.7444	660 Lindbergh		Saint Louis	MO	Missouri	63103	False	United States
53481	29603	289	6	9084	242.4	23.7405	7.4189	273.5594	995 Crescent		Richmond Hill	ON	Ontario	L4E 3M5	False	Canada
53482	29576	289	6	9084	1475.634	138.5253	43.2892	1657.4485	63 West Beaver Creek		Richmond Hill	ON	Ontario	L4E 3M5	False	Canada
53483	29557	278	6	9084	61044.4562	6082.7451	1900.8578	69028.0591	"253711 Mayfield Place, Unit 150"		Richmond	BC	British Columbia	V6B 3P7	False	Canada
53484	29499	289	6	9084	27975.6975	2704.4837	845.1512	31525.3324	252851 Rowan Place		Richmond	BC	British Columbia	V6B 3P7	False	Canada
53485	29488	285	9	9082	57771.7641	6201.0736	1937.8355	65910.6732	4250 Concord Road		Rhodes	NSW	New South Wales	2138	False	Australia
53486	29711	289	6	9084	4949.682	477.3527	149.1727	5576.2074	250551 Shellbridge Way		Richmond	BC	British Columbia	V6B 3P7	False	Canada
53487	29775	284	1		1466.01	140.737	43.9803	1650.7273	35525-9th Street Sw		Puyallup	WA	Washington	98371	False	United States
53488	29959	278	6	9084	70.644	6.513	2.0353	79.1923	575 Rue St Amable		Quebec	QC	Quebec	G1R	False	Canada
53489	29943	275	4		1525.8048	219.7159	68.6612	1814.1819	5700 Legacy Dr		Plano	TX	Texas	75074	False	United States
53490	29897	281	4		3483.366	343.4979	107.3431	3934.207	9228 Via Del Sol		Phoenix	AZ	Arizona	85004	False	United States
53491	30089	276	4		202.332	19.9634	6.2386	228.534	Oxnard Outlet		Oxnard	CA	California	93030	False	United States
53492	29972	285	9	9082	17746.2521	1820.0889	568.7778	20135.1188	No. 6	Millenium Court	Perth	SA	South Australia	6006	False	Australia
53493	29690	281	1		23384.652	2280.8372	712.7616	26378.2508	Sports Store At Park City		Park City	UT	Utah	84098	False	United States
53494	29735	290	7		109.788	10.8324	3.3851	124.0055	"22, rue Lafayette"		Pantin	93	Seine Saint Denis	93500	False	France
53495	29644	282	10	9087	4098.648	393.5136	122.973	4615.1346	Banbury		Oxon	ENG	England	OX16 8RS	True	United Kingdom
53496	30027	276	4		3741.6939	432.8058	135.2518	4309.7515	123 Camelia Avenue		Oxnard	CA	California	93030	False	United States
53497	30049	290	7		90020.6146	8866.0475	2770.6398	101657.3019	"510, avenue de Villiers"		Orleans	45	Loiret	45000	False	France
53498	29529	286	9	9082	1912.446	188.6947	58.9671	2160.1078	2501 Miller Street		North Sydney	NSW	New South Wales	2055	False	Australia
53499	29891	277	3		28195.896	2693.5039	841.72	31731.1199	46460 West Oaks Drive		Novi	MI	Michigan	48375	False	United States
53500	29720	281	1		40271.493	4491.2797	1403.5249	46166.2976	4635 S. Harrison Blvd.		Ogden	UT	Utah	84401	False	United States
53501	29721	279	5		1130.952	111.5873	34.871	1277.4103	254075 Biscayne Blvd.		North Miami Beach	FL	Florida	33162	False	United States
53502	29823	285	9	9082	31604.671	3282.4438	1025.7637	35912.8785	Level 7	80 Arthur Street	Newcastle	NSW	New South Wales	2300	False	Australia
53503	30029	289	6	9084	4216.1064	404.2181	126.3182	4746.6427	5 place Ville-Marie		Montreal	QC	Quebec	H1Y 2H7	False	Canada
53504	29887	288	8	9086	2045.292	197.8113	61.816	2304.9193	Kurfürstenstr 574		München	HE	Hessen	80074	False	Germany
53505	29552	288	8	9086	40683.5406	3889.5395	1215.4811	45788.5612	Winterfeldtstr 5557	Kreditorenbuchhaltung	Münster	SL	Saarland	48001	False	Germany
53506	29701	277	2		105505.3991	10323.0958	3225.9674	119054.4623	6 Cotton Road		Nashua	NH	New Hampshire	03064	False	United States
53507	29527	289	6	9084	4398.8328	495.559	154.8622	5049.254	700 Bureau Road		Montreal	QC	Quebec	H1Y 2H7	False	Canada
53508	29964	278	6	9084	34771.9097	3728.206	1165.0644	39665.1801	6333 Cote Vertu		Montreal	QC	Quebec	H1Y 2H7	False	Canada
53509	29577	278	6	9084	3676.914	336.0812	105.0254	4118.0206	770 Notre Datme Quest Bureau 800		Montreal	QC	Quebec	H1Y 2H7	False	Canada
53510	29822	278	6	9084	44411.3304	4288.4368	1340.1365	50039.9037	"660 Saint-Jacques, Bureau 400"		Montreal	QC	Quebec	H1Y 2H8	False	Canada
53511	30019	282	10	9087	552.948	53.4938	16.7168	623.1586	Wymbush		Milton Keynes	ENG	England	MK8 8DF	True	United Kingdom
53512	29922	287	10	9087	33631.8982	3239.084	1012.2137	37883.1959	"Garamonde Drive, Wymbush"	PO Box 4023	Milton Keynes	ENG	England	MK8 8ZD	True	United Kingdom
53513	29625	289	6	9084	47813.2429	5540.2612	1731.3316	55084.8357	20225 Lansing Ave		Montreal	QC	Quebec	H1Y 2H7	False	Canada
53514	29550	283	1		55103.4671	5996.4757	1873.8986	62973.8414	567 Sw Mcloughlin Blvd		Milwaukie	OR	Oregon	97222	False	United States
53515	29847	276	4		26.724	2.6368	0.824	30.1848	99700 Bell Road		Auburn	CA	California	95603	False	United States
53516	29839	288	8	9086	437.8429	51.5297	16.103	505.4756	Buergermeister-ulrich-str 3000	Buchhaltung	Augsburg	BY	Bayern	86150	False	Germany
53517	29535	275	4		158.43	15.6318	4.8849	178.9467	48255 I-10 E. @ Eastpoint Blvd.		Baytown	TX	Texas	77520	False	United States
53518	29559	280	1		87783.9431	8563.6042	2676.1263	99023.6736	2681 Eagle Peak		Bellevue	WA	Washington	98004	False	United States
53519	30066	287	8	9086	283.9489	36.3455	11.358	331.6524	Postfach 11 09 00		Berlin	HE	Hessen	14111	False	Germany
53520	29917	288	8	9086	46703.1548	5298.9745	1655.9295	53658.0588	Brunnenstr 9511		Berlin	SL	Saarland	14197	False	Germany
53521	29687	288	8	9086	1373.556	131.6364	41.1364	1546.3288	Nonnendamm 63		Berlin	NW	Nordrhein-Westfalen	14197	False	Germany
53522	29806	283	1		1135.7955	145.3818	45.4318	1326.6091	640 South 994th St. W.		Billings	MT	Montana	59101	False	United States
53523	29856	290	7		3095.994	272.3824	85.1195	3453.4959	"3639, rue des Grands Champs"		Boulogne-sur-Mer	62	Pas de Calais	62200	False	France
53524	29563	279	5		53584.4454	5718.0294	1786.8842	61089.359	DeSouth Square		Bradenton	FL	Florida	34205	False	United States
53525	30020	290	7		23624.4279	2510.3261	784.4769	26919.2309	"3387, rue Marbeuf"		Bobigny	93	Seine Saint Denis	93000	False	France
53526	29486	275	3		34891.325	3375.6791	1054.8997	39321.9038	Tanger Factory		Branch	MN	Minnesota	55056	False	United States
53527	29770	289	6	9084	73920.7391	7112.1478	2222.5462	83255.4331	6388 Lake City Way		Burnaby	BC	British Columbia	V5A 3A6	False	Canada
53528	29939	289	6	9084	3919.5255	376.3679	117.615	4413.5084	2512-410th Avenue S.W.		Calgary	AB	Alberta	T2P 2G8	False	Canada
53529	29730	289	6	9084	16.272	1.6055	0.5017	18.3792	"67255 - 8th Street N.E., Suite 350"		Calgary	AB	Alberta	T2P 2G8	False	Canada
53530	29707	277	5		75647.3619	7406.6728	2314.5852	85368.6199	Corporate Ofc A/p	123 Fourth Ave	Chantilly	VA	Virginia	20151	False	United States
53531	29938	276	4		38783.562	3743.7681	1169.9275	43697.2576	251340 E. South St.		Cerritos	CA	California	90703	False	United States
53532	29965	286	9	9082	2186.73	209.9261	65.6019	2462.258	2-252 Beauchamp Road	Botany Bay Industrial Estate	Cloverdale	SA	South Australia	6105	False	Australia
53533	29496	281	4		24213.5442	2703.4449	844.8265	27761.8156	6500 East Grant Road		Tucson	AZ	Arizona	85701	False	United States
53534	29592	277	2		12423.5249	1175.2319	367.26	13966.0168	9975 Union St.		Waterbury	CT	Connecticut	06710	False	United States
53535	29629	289	6	9084	96485.4353	11308.8707	3534.0221	111328.3281	400-25155 West Pender St		Vancouver	BC	British Columbia	V7L 4J4	False	Canada
53536	29950	289	6	9084	43253.7414	4151.6654	1297.3954	48702.8022	992 St Clair Ave East		Toronto	ON	Ontario	M4B 1V7	False	Canada
53537	29501	277	2		1638.8018	177.8962	55.5926	1872.2906	Wrentham Village		Wrentham	MA	Massachusetts	02093	False	United States
53538	29696	281	4		20607.78	1991.3545	622.2983	23221.4328	Mountain Square		Upland	CA	California	91786	False	United States
53539	29799	281	4		16674.9572	1912.0237	597.5074	19184.4883	70259 West Sunnyview Ave		Visalia	CA	California	93291	False	United States
53540	29762	279	5		7416.3412	834.4263	260.7582	8511.5257	University Plaza		Tampa	FL	Florida	33602	False	United States
53541	30097	286	9	9082	29423.4996	3144.5153	982.661	33550.6759	Licensing Account		Seaford	VIC	Victoria	3198	False	Australia
53542	30037	278	6	9084	5942.0055	562.3629	175.7384	6680.1068	999 West Georgia St.		Vancouver	ON	Ontario	V5T 1Y9	False	Canada
53543	29494	289	6	9084	46.968	4.6342	1.4482	53.0504	No. 25800-130 King Street West		Toronto	ON	Ontario	M4B 1V5	False	Canada
53544	29840	289	6	9084	1574.442	148.8424	46.5133	1769.7977	7000 Victoria Park Avenue		Toronto	ON	Ontario	M4B 1V4	False	Canada
53545	30007	289	6	9084	3650.478	336.044	105.0137	4091.5357	No. 2000-25080 Beaver Hall Hill		Quebec	QC	Quebec	G1R	False	Canada
53546	29842	281	4		33869.946	3274.9344	1023.417	38168.2974	25250 N 90th St		Scottsdale	AZ	Arizona	85257	False	United States
53547	29903	284	1		4321.224	426.3608	133.2377	4880.8225	2550 Ne Sandy Blvd		Portland	OR	Oregon	97205	False	United States
53548	29651	275	3		33592.044	3234.0449	1010.639	37836.7279	99433 S. Greenbay Rd.		Racine	WI	Wisconsin	53182	False	United States
53549	29902	275	4		858.9	84.7448	26.4828	970.1276	6425 Nw Loop 410		San Antonio	TX	Texas	78204	False	United States
53550	29975	276	4		10687.854	1027.8596	321.2061	12036.9197	Po Box 252525		Santa Ana	CA	California	92701	False	United States
53551	29841	279	5		26261.707	2983.7778	932.4306	30177.9154	7700 Green Road		Raleigh	NC	North Carolina	27603	False	United States
53552	29809	281	4		7557.3266	705.3452	220.4204	8483.0922	60025 Bollinger Canyon Road		San Ramon	CA	California	94583	False	United States
53553	29881	278	6	9084	370.794	36.585	11.4328	418.8118	955 Green Valley Crescent		Ottawa	ON	Ontario	K4B 1S1	False	Canada
53554	29652	285	9	9082	3671.958	328.9904	102.8095	4103.7579	2253 Miller Street		North Sydney	NSW	New South Wales	2055	False	Australia
53555	29760	286	9	9082	886.2949	95.7769	29.9303	1012.0021	Level 7	114 Albert Road	Rhodes	NSW	New South Wales	2138	False	Australia
53556	29801	277	2		3977.1649	391.097	122.2178	4490.4797	99 Edgewater Drive		Norwood	MA	Massachusetts	02062	False	United States
53557	29537	286	9	9082	400.104	39.4769	12.3365	451.9174	Ctrcrt Bus Pk/995-27 Paul St N		North Ryde	NSW	New South Wales	2113	False	Australia
53558	29750	289	6	9084	1249.65	120.5772	37.6804	1407.9076	6030 Conroy Road		Ottawa	ON	Ontario	K4B 1S3	False	Canada
53559	30006	290	7		283.9489	36.3455	11.358	331.6524	"699bis, rue des Peupliers"		Paris	75	Seine (Paris)	75008	False	France
53560	29916	277	2		53277.6924	5626.657	1758.3303	60662.6797	Adirondack Factory Outlet		Lake George	NY	New York	12845	False	United States
53561	29492	275	3		48717.09	4705.2935	1470.4042	54892.7877	Blue Ridge Mall		Kansas City	MO	Missouri	64106	False	United States
53562	29546	282	10	9087	81476.3709	7816.0663	2442.5207	91734.9579	"93-2501, Blackfriars Road,"		London	ENG	England	SE1 8HL	True	United Kingdom
53563	29715	279	5		81431.7128	7851.9442	2453.7326	91737.3896	"6555 Quince Road, Suite 2025"		Memphis	TN	Tennessee	38103	False	United States
53564	29838	277	2		2.748	0.2198	0.0687	3.0365	Logansport Mall		Logansport	IN	Indiana	46947	False	United States
53565	30092	286	9	9082	28920.1932	3183.5746	994.8671	33098.6349	Level 99	12 South 10th Avenue	Melbourne	VIC	Victoria	3000	False	Australia
53566	29628	286	9	9082	63669.48	6141.2413	1919.1379	71729.8592	25 Epping Road		Lavender Bay	NSW	New South Wales	2060	False	Australia
53567	29551	277	2		28995.9788	3080.2075	962.5649	33038.7512	77993 Mentor Ave.		Mentor	OH	Ohio	44060	False	United States
53568	29572	279	5		2614.5869	251.571	78.6159	2944.7738	2025 Greenwood Ct		Mcdonough	GA	Georgia	30253	False	United States
53569	29931	284	1		25690.4699	2690.5362	840.7926	29221.7987	25300 Biddle Road		Medford	OR	Oregon	97504	False	United States
53570	29966	277	2		63707.6101	6111.2836	1909.7761	71728.6698	Attn: Accounts Payable	44 Main Place	Melville	NY	New York	11747	False	United States
53571	29645	284	1		49517.6753	5318.5113	1662.0348	56498.2214	558 S 6th St		Klamath Falls	OR	Oregon	97601	False	United States
53572	30053	278	6	9084	1878.2568	252.6624	78.957	2209.8762	975 Princess Street		Kingston	ON	Ontario	7L	False	Canada
53573	30050	282	10	9087	115310.4777	11381.9261	3556.8519	130249.2557	Paramount House		London	ENG	England	W1N 9FA	True	United Kingdom
53574	29612	282	10	9087	1279.248	106.6652	33.3329	1419.2461	Knaves Beech Ind.		High Wycombe	ENG	England	HP10 9QY	True	United Kingdom
53575	29804	279	5		2183.64	209.6942	65.5294	2458.8636	2525 Electrics Blvd.		Huntsville	AL	Alabama	35801	False	United States
53576	29915	280	1		44050.2084	4247.5802	1327.3688	49625.1574	2526a Tri-Lake Blvd Ne		Kirkland	WA	Washington	98033	False	United States
53577	29932	282	10	9087	42858.2133	4653.4965	1454.2177	48965.9275	"Phoenix Way, Cirencester"		Gloucestershire	ENG	England	GL7 1RY	True	United Kingdom
53578	29531	276	1		10033.7457	971.3508	303.5471	11308.6436	Eastern Beltway Center		Las Vegas	NV	Nevada	89106	False	United States
53579	29960	286	9	9082	1254.048	122.8288	38.384	1415.2608	Ctrcrt Bus Pk/995-27 Paul St N		Lavender Bay	NSW	New South Wales	2060	False	Australia
53580	29834	281	4		36380.3386	3503.338	1094.7931	40978.4697	Corp Ofc Accts Payable		El Segundo	CA	California	90245	False	United States
53581	29878	288	8	9086	3216.3494	409.56	127.9875	3753.8969	Krönerweg 9249		Hannover	NW	Nordrhein-Westfalen	30601	False	Germany
53582	29877	276	3		10268.513	1028.7546	321.4858	11618.7534	955 E. County Line Rd.		Englewood	CO	Colorado	80110	False	United States
53583	29702	275	4		51395.322	4973.9133	1554.3479	57923.5832	Corporate Office		Garland	TX	Texas	75040	False	United States
53584	29810	283	1		3864.702	358.5085	112.0339	4335.2444	259826 Russell Rd. South		Kent	WA	Washington	98031	False	United States
53585	29669	277	2		2576.898	246.0606	76.894	2899.8526	P.O. Box 9005		Endicott	NY	New York	13760	False	United States
53586	29982	276	4		2760.444	248.5478	77.6712	3086.663	603 Gellert Blvd		Daly City	CA	California	94015	False	United States
53587	30008	275	3		2224.338	210.7568	65.8615	2500.9563	Johnson Creek		Johnson Creek	WI	Wisconsin	53038	False	United States
53588	29700	285	9	9082	54.942	5.4209	1.694	62.0569	65 Epping Rd		Lavender Bay	NSW	New South Wales	2060	False	Australia
53589	29568	276	4		1101.282	105.8709	33.0847	1240.2376	Corporate Office		El Segundo	CA	California	90245	False	United States
53590	29738	275	3		62895.5616	6550.5379	2047.0431	71493.1426	44025 W. Empire		Denby	SD	South Dakota	57716	False	United States
53591	29962	275	3		1020.594	97.977	30.6178	1149.1888	74400 France Avenue South		Edina	MN	Minnesota	55436	False	United States
53592	29948	275	4		4441.4448	499.6173	156.1304	5097.1925	P.O. Box 6256916		Dallas	TX	Texas	75201	False	United States
53593	29676	288	8	9086	1034.37	98.7172	30.8491	1163.9363	Kurfürstenstr 9		Duesseldorf	HE	Hessen	40605	False	Germany
53594	29512	285	9	9082	1075.344	106.1006	33.1564	1214.601	2253-217 Palmer Street		Darlinghurst	NSW	New South Wales	2010	False	Australia
53595	29685	279	5		6770.298	643.2362	201.0113	7614.5455	99842 White Mill East		Decatur	GA	Georgia	30030	False	United States
53596	29638	276	4		48.594	4.7946	1.4983	54.8869	39933 Mission Oaks Blvd		Camarillo	CA	California	93010	False	United States
53597	29740	289	6	9084	2042.562	196.064	61.27	2299.896	6700 Boul Taschereau		Brossard	QC	Quebec	J4Z 1C5	False	Canada
53598	29781	276	4		3794.9789	370.4704	115.772	4281.2213	Vista Marketplace		Alhambra	CA	California	91801	False	United States
53599	29553	275	4		1667.94	160.6826	50.2133	1878.8359	Po Box 8035996		Dallas	TX	Texas	75201	False	United States
53600	29864	289	6	9084	3944.9457	361.2566	112.8927	4419.095	9259 - 1110th Avenue Sw		Calgary	AB	Alberta	T2P 2G8	False	Canada
53601	29584	276	4		552.93	51.3554	16.0486	620.334	25136 Jefferson Blvd.		Culver City	CA	California	90232	False	United States
53602	29574	275	4		710.376	67.6138	21.1293	799.1191	2500 North Stemmons Freeway		Dallas	TX	Texas	75201	False	United States
53603	30034	284	1		8785.932	843.0404	263.4501	9892.4225	700 Se Sunnyside Road		Clackamas	OR	Oregon	97015	False	United States
53604	29676	288	8	9086	1825.781	162.8199	50.8812	2039.4821	Kurfürstenstr 9		Duesseldorf	HE	Hessen	40605	False	Germany
53605	29695	283	1		66871.8419	7237.5994	2261.7498	76371.1911	48995 Evergreen Wy.		Everett	WA	Washington	98201	False	United States
53606	29929	276	4		46694.2363	4466.1748	1395.6796	52556.0907	Receiving		Fullerton	CA	California	92831	False	United States
53607	29815	281	4		15368.3048	1477.0763	461.5863	17306.9674	482505 Warm Springs Blvd.		Fremont	CA	California	94536	False	United States
